Country,Region,Year,Qrt,Product,Revenue,Expense,Sales.From.Online.Store
France,Europe,2008,Qrt 2,F541T,3828.04,5375.33,0.29
France,Europe,2008,Qrt 3,F541T,4103.13,5266.51,0.27
France,Europe,2008,Qrt 4,F541T,4311.01,4897.68,0.24
France,Europe,2008,Qrt 1,505T,3239.64,1565.73,0.31
France,Europe,2008,Qrt 2,505T,3516.55,1398.43,0.2
France,Europe,2008,Qrt 3,505T,3358.97,1525.48,0.28
France,Europe,2008,Qrt 4,505T,3721.92,1641.78,0.27
France,Europe,2008,Qrt 1,NBA01R,5338.71,3159.96,0.26
France,Europe,2008,Qrt 2,NBA01R,5576.57,2588.09,0.29
France,Europe,2008,Qrt 3,NBA01R,4466.05,2413.54,0.28
France,Europe,2008,Qrt 4,NBA01R,4873.46,2731.27,0.27
France,Europe,2008,Qrt 1,RC03R,12500.54,4505.83,0.32
France,Europe,2008,Qrt 2,RC03R,15796.54,4847.98,0.3
France,Europe,2008,Qrt 3,RC03R,9744.39,3653.82,0.28
France,Europe,2008,Qrt 4,RC03R,12342.25,5474.92,0.27
France,Europe,2008,Qrt 1,NFL03T,3034.13,486.25,0.35
France,Europe,2008,Qrt 2,NFL03T,3028.86,592.84,0.35
France,Europe,2008,Qrt 3,NFL03T,2891.74,578.15,0.42
France,Europe,2008,Qrt 4,NFL03T,3578.68,606.13,0.35
France,Europe,2008,Qrt 1,W711R,6733.05,7515.11,0.32
France,Europe,2008,Qrt 2,W711R,6131.97,7618.84,0.26
France,Europe,2008,Qrt 3,W711R,6832.55,8364.4,0.3
France,Europe,2008,Qrt 4,W711R,6423.13,8875.66,0.27
France,Europe,2008,Qrt 1,W721T,3147.81,1093.89,0.32
France,Europe,2008,Qrt 2,W721T,2745.99,1237.48,0.28
France,Europe,2008,Qrt 3,W721T,2509.99,1423.56,0.31
France,Europe,2008,Qrt 4,W721T,2661.32,1344.97,0.33
France,Europe,2008,Qrt 1,S701T,6243.87,2640.04,0.35
France,Europe,2008,Qrt 2,S701T,5515.8,2685.1,0.3
France,Europe,2008,Qrt 3,S701T,5459.47,2557.18,0.31
France,Europe,2008,Qrt 4,S701T,5649.76,2272.86,0.25
France,Europe,2008,Qrt 1,U702R,8993.12,3877.14,0.27
France,Europe,2008,Qrt 2,U702R,10062.96,4317.9,0.33
France,Europe,2008,Qrt 3,U702R,8522.81,3804.22,0.3
France,Europe,2008,Qrt 4,U702R,9409.73,3640.96,0.33
France,Europe,2008,Qrt 1,J230V,1038.8,534.78,0.31
France,Europe,2008,Qrt 2,J230V,968.54,595.15,0.32
France,Europe,2008,Qrt 3,J230V,923.38,707.09,0.34
France,Europe,2008,Qrt 4,J230V,1095.39,580.99,0.34
France,Europe,2008,Qrt 1,P532R,502.95,457.19,0.35
France,Europe,2008,Qrt 2,P532R,412.87,483.27,0.34
France,Europe,2008,Qrt 3,P532R,530.83,520.95,0.35
France,Europe,2008,Qrt 4,P532R,627.56,452.27,0.29
Germany,Europe,2008,Qrt 1,L501R,8228.88,4378.47,0.25
Germany,Europe,2008,Qrt 2,L501R,10452.24,4468.46,0.3
Germany,Europe,2008,Qrt 3,L501R,9366.93,5315.49,0.31
Germany,Europe,2008,Qrt 4,L501R,9919.4,4042.97,0.28
Germany,Europe,2008,Qrt 1,J511T,8955.41,5246.08,0.33
Germany,Europe,2008,Qrt 2,J511T,11415.09,4206.52,0.28
Germany,Europe,2008,Qrt 3,J511T,9573.85,4943.96,0.29
Germany,Europe,2008,Qrt 4,J511T,7460.47,4339.58,0.35
Germany,Europe,2008,Qrt 1,F541T,3032.19,3109.22,0.28
Germany,Europe,2008,Qrt 2,F541T,2992.29,3567.25,0.32
Germany,Europe,2008,Qrt 3,F541T,3412.1,2797.47,0.31
Germany,Europe,2008,Qrt 4,F541T,2356,3567.71,0.32
Germany,Europe,2008,Qrt 1,505T,883.02,1066.2,0.32
Germany,Europe,2008,Qrt 2,505T,820.69,1110.12,0.32
Germany,Europe,2008,Qrt 3,505T,959.59,937.54,0.36
Germany,Europe,2008,Qrt 4,505T,923.33,1080.45,0.28
Germany,Europe,2008,Qrt 1,NBA01R,7942.69,1861.81,0.24
Germany,Europe,2008,Qrt 2,NBA01R,9618.17,1641.56,0.32
Germany,Europe,2008,Qrt 3,NBA01R,8042.35,1529.39,0.25
Germany,Europe,2008,Qrt 4,NBA01R,7198.17,1624.25,0.35
Germany,Europe,2008,Qrt 1,RC03R,7803.87,2967.71,0.3
Germany,Europe,2008,Qrt 2,RC03R,6562.77,3607.2,0.3
Germany,Europe,2008,Qrt 3,RC03R,7997.19,3232.59,0.29
Germany,Europe,2008,Qrt 4,RC03R,7880.41,3298.41,0.27
Germany,Europe,2008,Qrt 1,NFL03T,1752.07,325.86,0.23
Germany,Europe,2008,Qrt 2,NFL03T,1512.71,466.4,0.25
Germany,Europe,2008,Qrt 3,NFL03T,1851.05,461.21,0.29
Germany,Europe,2008,Qrt 4,NFL03T,2028.63,436.57,0.29
Germany,Europe,2008,Qrt 1,W711R,3983.77,2401.18,0.27
Germany,Europe,2008,Qrt 2,W711R,4572.31,2223.43,0.33
Germany,Europe,2008,Qrt 3,W711R,4379.81,2021.29,0.35
Germany,Europe,2008,Qrt 4,W711R,4658.36,2016.7,0.27
Germany,Europe,2008,Qrt 1,W721T,4735.81,2505.74,0.28
Germany,Europe,2008,Qrt 2,W721T,4640.22,1854.69,0.28
Germany,Europe,2008,Qrt 3,W721T,3576.65,2342,0.3
Germany,Europe,2008,Qrt 4,W721T,3476.16,2236.21,0.31
Germany,Europe,2008,Qrt 1,S701T,1619.08,1837.26,0.34
Germany,Europe,2008,Qrt 2,S701T,1441.75,2198.02,0.3
Germany,Europe,2008,Qrt 3,S701T,1384.58,2144.83,0.35
Germany,Europe,2008,Qrt 4,S701T,1645.03,2120.67,0.32
Germany,Europe,2008,Qrt 1,U702R,1937.31,1157.46,0.29
Germany,Europe,2008,Qrt 2,U702R,2131.78,1101.13,0.34
Germany,Europe,2008,Qrt 3,U702R,2061.32,1025.29,0.26
Germany,Europe,2008,Qrt 4,U702R,2185.22,1491.95,0.25
Germany,Europe,2008,Qrt 1,J230V,1466.18,807.37,0.34
Germany,Europe,2008,Qrt 2,J230V,1557.66,862.77,0.31
Germany,Europe,2008,Qrt 3,J230V,1410.22,738.47,0.3
Germany,Europe,2008,Qrt 4,J230V,1789.72,850.14,0.31
Germany,Europe,2008,Qrt 1,P532R,376.68,388.05,0.29
Germany,Europe,2008,Qrt 2,P532R,355.99,304.61,0.27
Germany,Europe,2008,Qrt 3,P532R,360.88,254.55,0.32
Germany,Europe,2008,Qrt 4,P532R,348.39,361.24,0.27
Spain,Europe,2008,Qrt 1,L501R,5579.89,3114.19,0.26
Spain,Europe,2008,Qrt 2,L501R,5239.82,2861.23,0.38
Spain,Europe,2008,Qrt 3,L501R,6224.97,3225.3,0.27
Spain,Europe,2008,Qrt 4,L501R,5752.47,3574.17,0.23
Spain,Europe,2008,Qrt 1,J511T,5781.54,2954.95,0.25
Spain,Europe,2008,Qrt 2,J511T,5056.99,2340.96,0.26
Spain,Europe,2008,Qrt 3,J511T,6007.78,2882.96,0.34
Spain,Europe,2008,Qrt 4,J511T,5851.4,2776.41,0.36
Spain,Europe,2008,Qrt 1,F541T,1575.96,1557.23,0.29
Spain,Europe,2008,Qrt 2,F541T,1323.01,1511.75,0.3
Spain,Europe,2008,Qrt 3,F541T,1985.1,1338.89,0.3
Spain,Europe,2008,Qrt 4,F541T,1755.9,1527.53,0.28
Spain,Europe,2008,Qrt 1,505T,1262.13,331.1,0.34
Spain,Europe,2008,Qrt 2,505T,1149.63,290.75,0.33
Spain,Europe,2008,Qrt 3,505T,1123.46,298.23,0.3
Spain,Europe,2008,Qrt 4,505T,1318.02,230.09,0.27
Spain,Europe,2008,Qrt 1,NBA01R,4711.89,2762.15,0.32
Spain,Europe,2008,Qrt 2,NBA01R,5103.14,2368.23,0.3
Spain,Europe,2008,Qrt 3,NBA01R,5451.15,1939.36,0.24
Spain,Europe,2008,Qrt 4,NBA01R,5808.25,2809.81,0.32
Spain,Europe,2008,Qrt 1,RC03R,4997.56,815.77,0.3
Spain,Europe,2008,Qrt 2,RC03R,5122.31,780.58,0.31
Spain,Europe,2008,Qrt 3,RC03R,4589.51,850.87,0.24
Spain,Europe,2008,Qrt 4,RC03R,4080.08,748.19,0.33
Spain,Europe,2008,Qrt 1,NFL03T,376.56,553.41,0.3
Spain,Europe,2008,Qrt 2,NFL03T,437.52,501.4,0.3
Spain,Europe,2008,Qrt 3,NFL03T,451.91,439.51,0.28
Spain,Europe,2008,Qrt 4,NFL03T,380.77,487.46,0.27
Spain,Europe,2008,Qrt 1,W711R,2709.17,2939.6,0.32
Spain,Europe,2008,Qrt 2,W711R,3006.57,2425.97,0.29
Spain,Europe,2008,Qrt 3,W711R,2552.22,3203.58,0.37
Spain,Europe,2008,Qrt 4,W711R,2911.52,2972.27,0.28
Spain,Europe,2008,Qrt 1,W721T,970.72,1035.46,0.3
Spain,Europe,2008,Qrt 2,W721T,911.08,1256.2,0.34
Spain,Europe,2008,Qrt 3,W721T,853.83,1176.37,0.33
Spain,Europe,2008,Qrt 4,W721T,1123.15,1025.88,0.25
Spain,Europe,2008,Qrt 1,S701T,2262.89,384.41,0.23
Spain,Europe,2008,Qrt 2,S701T,2274.53,355.95,0.24
Spain,Europe,2008,Qrt 3,S701T,2456.48,417.64,0.26
Spain,Europe,2008,Qrt 4,S701T,2135.21,359.47,0.24
Spain,Europe,2008,Qrt 1,U702R,1353.86,1470.48,0.32
Spain,Europe,2008,Qrt 2,U702R,1217.36,1254.83,0.25
Spain,Europe,2008,Qrt 3,U702R,1691.16,1453.04,0.3
Spain,Europe,2008,Qrt 4,U702R,1353.58,1452.42,0.26
Spain,Europe,2008,Qrt 1,J230V,342.05,180.94,0.23
Spain,Europe,2008,Qrt 2,J230V,414.09,152.34,0.24
Spain,Europe,2008,Qrt 3,J230V,356.52,181.16,0.36
Spain,Europe,2008,Qrt 4,J230V,394.97,186.38,0.32
Spain,Europe,2008,Qrt 1,P532R,448.92,241.53,0.31
Spain,Europe,2008,Qrt 2,P532R,445.64,215.73,0.31
Spain,Europe,2008,Qrt 3,P532R,458.37,188.73,0.29
Spain,Europe,2008,Qrt 4,P532R,521.25,194.09,0.3
Italy,Europe,2008,Qrt 1,L501R,8764.8,3971.38,0.29
Italy,Europe,2008,Qrt 2,L501R,7263.59,2550.07,0.3
Italy,Europe,2008,Qrt 3,L501R,8049.57,3003.71,0.28
Italy,Europe,2008,Qrt 4,L501R,7799.24,3282.32,0.26
Italy,Europe,2008,Qrt 1,J511T,7663.7,3365.76,0.34
Italy,Europe,2008,Qrt 2,J511T,6790.84,3945.04,0.35
Italy,Europe,2008,Qrt 3,J511T,8186.54,3228.76,0.28
Italy,Europe,2008,Qrt 4,J511T,8790.18,3824.27,0.34
Italy,Europe,2008,Qrt 1,F541T,2448.61,2973.69,0.37
Italy,Europe,2008,Qrt 2,F541T,2264.25,3084.9,0.31
Italy,Europe,2008,Qrt 3,F541T,2191.25,2066.42,0.29
Italy,Europe,2008,Qrt 4,F541T,2411.82,2418.23,0.28
Italy,Europe,2008,Qrt 1,505T,623.59,344.26,0.35
Italy,Europe,2008,Qrt 2,505T,624.74,318.02,0.32
Italy,Europe,2008,Qrt 3,505T,528.52,346.4,0.28
Italy,Europe,2008,Qrt 4,505T,672.02,385.71,0.39
Italy,Europe,2008,Qrt 1,NBA01R,3340.44,3304.65,0.34
Italy,Europe,2008,Qrt 2,NBA01R,3130.56,3136.44,0.34
Italy,Europe,2008,Qrt 3,NBA01R,2578.07,2291.21,0.36
Italy,Europe,2008,Qrt 4,NBA01R,2838.27,3520.89,0.37
Italy,Europe,2008,Qrt 1,RC03R,5037.12,1578.1,0.28
Italy,Europe,2008,Qrt 2,RC03R,4961.18,1229.45,0.43
Italy,Europe,2008,Qrt 3,RC03R,5572.13,1117.58,0.36
Italy,Europe,2008,Qrt 4,RC03R,5049.21,1087.45,0.32
Italy,Europe,2008,Qrt 1,NFL03T,1349.09,264.9,0.31
Italy,Europe,2008,Qrt 2,NFL03T,1699.01,241.14,0.29
Italy,Europe,2008,Qrt 3,NFL03T,1221.67,333.33,0.3
Italy,Europe,2008,Qrt 4,NFL03T,1729.98,302.31,0.28
Italy,Europe,2008,Qrt 1,W711R,7652.85,3646.51,0.26
Italy,Europe,2008,Qrt 2,W711R,9195.35,3605.98,0.27
Italy,Europe,2008,Qrt 3,W711R,7284.43,3345.21,0.28
Italy,Europe,2008,Qrt 4,W711R,7370.07,3703.3,0.35
Italy,Europe,2008,Qrt 1,W721T,1358.1,1662.05,0.26
Italy,Europe,2008,Qrt 2,W721T,1487.39,1312.39,0.24
Italy,Europe,2008,Qrt 3,W721T,1627.53,1694.48,0.2
Italy,Europe,2008,Qrt 4,W721T,1213.9,1673.57,0.35
Italy,Europe,2008,Qrt 1,S701T,3185.11,1071.28,0.33
Italy,Europe,2008,Qrt 2,S701T,3530.57,1512.99,0.33
Italy,Europe,2008,Qrt 3,S701T,2904.03,1541.74,0.27
Italy,Europe,2008,Qrt 4,S701T,2557.59,1508.21,0.34
Italy,Europe,2008,Qrt 1,U702R,1706.9,730.47,0.29
Italy,Europe,2008,Qrt 2,U702R,1754.21,828.3,0.26
Italy,Europe,2008,Qrt 3,U702R,1699.09,770.16,0.38
Italy,Europe,2008,Qrt 4,U702R,1526.21,852.17,0.24
Italy,Europe,2008,Qrt 1,J230V,1207.75,676.79,0.36
Italy,Europe,2008,Qrt 2,J230V,1430.02,501.74,0.28
Italy,Europe,2008,Qrt 3,J230V,1315.78,577.29,0.32
Italy,Europe,2008,Qrt 4,J230V,1047.38,552.14,0.34
Italy,Europe,2008,Qrt 1,P532R,222.55,297.82,0.34
Italy,Europe,2008,Qrt 2,P532R,243.51,256.51,0.34
Italy,Europe,2008,Qrt 3,P532R,322.48,264.24,0.34
Italy,Europe,2008,Qrt 4,P532R,327.14,290.45,0.33
China,Asia,2008,Qrt 1,L501R,14933.13,7196.09,0.17
China,Asia,2008,Qrt 2,L501R,16363.12,7027.33,0.19
China,Asia,2008,Qrt 3,L501R,13191.18,5924.71,0.18
China,Asia,2008,Qrt 4,L501R,16559.9,5426.37,0.19
China,Asia,2008,Qrt 1,J511T,14480.84,6186.4,0.21
China,Asia,2008,Qrt 2,J511T,11435.46,7380.68,0.23
China,Asia,2008,Qrt 3,J511T,11453.46,7268.52,0.21
China,Asia,2008,Qrt 4,J511T,13632.36,6570.28,0.2
China,Asia,2008,Qrt 1,F541T,4226.14,4956.63,0.21
China,Asia,2008,Qrt 2,F541T,4198.57,3776.2,0.17
China,Asia,2008,Qrt 3,F541T,3837.06,4934.41,0.24
China,Asia,2008,Qrt 4,F541T,3142.61,5318.61,0.16
China,Asia,2008,Qrt 1,505T,975.28,1300.68,0.24
China,Asia,2008,Qrt 2,505T,1190.83,1637.44,0.19
China,Asia,2008,Qrt 3,505T,1156.88,991.12,0.18
China,Asia,2008,Qrt 4,505T,1079.93,1365.93,0.16
China,Asia,2008,Qrt 1,NBA01R,4900.6,4806.6,0.16
China,Asia,2008,Qrt 2,NBA01R,6431.54,5203.09,0.23
China,Asia,2008,Qrt 3,NBA01R,4485.11,4561.88,0.19
China,Asia,2008,Qrt 4,NBA01R,4132.86,4976.74,0.22
China,Asia,2008,Qrt 1,RC03R,4817.31,1758.59,0.21
China,Asia,2008,Qrt 2,RC03R,5025.77,1908.96,0.2
China,Asia,2008,Qrt 3,RC03R,5364.4,1853.45,0.25
China,Asia,2008,Qrt 4,RC03R,4697.29,2143.23,0.21
China,Asia,2008,Qrt 1,NFL03T,2379.66,1046.11,0.17
China,Asia,2008,Qrt 2,NFL03T,2051.93,1563.11,0.19
China,Asia,2008,Qrt 3,NFL03T,2641,1123.35,0.2
China,Asia,2008,Qrt 4,NFL03T,2706.35,937.85,0.21
China,Asia,2008,Qrt 1,W711R,14417.95,6871.64,0.22
China,Asia,2008,Qrt 2,W711R,15386.01,6324.29,0.16
China,Asia,2008,Qrt 3,W711R,13850.62,6516.29,0.23
China,Asia,2008,Qrt 4,W711R,13217.12,5619.96,0.21
China,Asia,2008,Qrt 1,W721T,2306.83,1004.06,0.2
China,Asia,2008,Qrt 2,W721T,2278.02,1213.26,0.2
China,Asia,2008,Qrt 3,W721T,2756.32,1090.28,0.22
China,Asia,2008,Qrt 4,W721T,2492.83,1241.62,0.19
China,Asia,2008,Qrt 1,S701T,4636.47,1112.75,0.17
China,Asia,2008,Qrt 2,S701T,4961.46,1068.04,0.25
China,Asia,2008,Qrt 3,S701T,5352.26,1082.94,0.2
China,Asia,2008,Qrt 4,S701T,4377.25,1287.35,0.2
China,Asia,2008,Qrt 1,U702R,8638.7,3481.75,0.19
China,Asia,2008,Qrt 2,U702R,9204.54,3521.07,0.21
China,Asia,2008,Qrt 3,U702R,7883.83,2873.8,0.19
China,Asia,2008,Qrt 4,U702R,7803.49,3051.07,0.22
China,Asia,2008,Qrt 1,J230V,1260.33,1112.41,0.18
China,Asia,2008,Qrt 2,J230V,1055.66,1057.77,0.16
China,Asia,2008,Qrt 3,J230V,1192.04,1069.64,0.23
China,Asia,2008,Qrt 4,J230V,842.41,1018.49,0.22
China,Asia,2008,Qrt 1,P532R,1050.35,216.18,0.15
China,Asia,2008,Qrt 2,P532R,1048.24,184.48,0.2
China,Asia,2008,Qrt 3,P532R,1117.94,212.99,0.2
China,Asia,2008,Qrt 4,P532R,1184.6,244.29,0.19
Indian,Asia,2008,Qrt 1,L501R,8767.57,3124.66,0.14
Indian,Asia,2008,Qrt 2,L501R,8181.48,3553.49,0.21
Indian,Asia,2008,Qrt 3,L501R,6073.55,3387.95,0.23
Indian,Asia,2008,Qrt 4,L501R,9912.19,3105.57,0.21
Indian,Asia,2008,Qrt 1,J511T,7369.56,3518,0.19
Indian,Asia,2008,Qrt 2,J511T,8796.92,3662.57,0.21
Indian,Asia,2008,Qrt 3,J511T,8328.21,3285.01,0.2
Indian,Asia,2008,Qrt 4,J511T,6996.27,3403.52,0.2
Indian,Asia,2008,Qrt 1,F541T,2279.17,2252.52,0.24
Indian,Asia,2008,Qrt 2,F541T,2592.89,3004.35,0.21
Indian,Asia,2008,Qrt 3,F541T,2353.15,2842.22,0.21
Indian,Asia,2008,Qrt 4,F541T,2861.67,2917.08,0.17
Indian,Asia,2008,Qrt 1,505T,686.32,329.83,0.18
Indian,Asia,2008,Qrt 2,505T,712.07,305.9,0.23
Indian,Asia,2008,Qrt 3,505T,677.7,304.74,0.22
Indian,Asia,2008,Qrt 4,505T,640.44,324.46,0.22
Indian,Asia,2008,Qrt 1,NBA01R,6653.7,1460.44,0.25
Indian,Asia,2008,Qrt 2,NBA01R,5775.25,1331.23,0.24
Indian,Asia,2008,Qrt 3,NBA01R,6885.23,1540.26,0.18
Indian,Asia,2008,Qrt 4,NBA01R,5989.24,1831.62,0.21
Indian,Asia,2008,Qrt 1,RC03R,5434.25,3119.21,0.24
Indian,Asia,2008,Qrt 2,RC03R,5967.64,2256.07,0.2
Indian,Asia,2008,Qrt 3,RC03R,6504.87,2823.27,0.14
Indian,Asia,2008,Qrt 4,RC03R,5219.32,2571.87,0.2
Indian,Asia,2008,Qrt 1,NFL03T,449.67,311.63,0.24
Indian,Asia,2008,Qrt 2,NFL03T,380.5,231.61,0.16
Indian,Asia,2008,Qrt 3,NFL03T,497.11,259.69,0.19
Indian,Asia,2008,Qrt 4,NFL03T,575.42,300.68,0.19
Indian,Asia,2008,Qrt 1,W711R,3302.7,3922.47,0.19
Indian,Asia,2008,Qrt 2,W711R,3690.44,4088.9,0.19
Indian,Asia,2008,Qrt 3,W711R,3532.92,3612.5,0.23
Indian,Asia,2008,Qrt 4,W711R,2860.66,3486.93,0.19
Indian,Asia,2008,Qrt 1,W721T,1314.33,1264.48,0.16
Indian,Asia,2008,Qrt 2,W721T,1598.47,1483.76,0.16
Indian,Asia,2008,Qrt 3,W721T,1461.6,1398.31,0.2
Indian,Asia,2008,Qrt 4,W721T,1664.17,987.68,0.24
Indian,Asia,2008,Qrt 1,S701T,1152.74,472.15,0.2
Indian,Asia,2008,Qrt 2,S701T,1417.16,468.32,0.22
Indian,Asia,2008,Qrt 3,S701T,1026.09,480.39,0.17
Indian,Asia,2008,Qrt 4,S701T,1206.37,543.34,0.16
Indian,Asia,2008,Qrt 1,U702R,4770.41,2066.89,0.18
Indian,Asia,2008,Qrt 2,U702R,5472.26,2150.26,0.2
Indian,Asia,2008,Qrt 3,U702R,5122.37,1949.56,0.18
Indian,Asia,2008,Qrt 4,U702R,3636.19,1898.57,0.19
Indian,Asia,2008,Qrt 1,J230V,1387.82,615.47,0.19
Indian,Asia,2008,Qrt 2,J230V,1510.02,443.1,0.23
Indian,Asia,2008,Qrt 3,J230V,1480.99,633.71,0.23
Indian,Asia,2008,Qrt 4,J230V,1351.51,526.9,0.25
Indian,Asia,2008,Qrt 1,P532R,585.22,277,0.19
Indian,Asia,2008,Qrt 2,P532R,505.85,285.34,0.22
Indian,Asia,2008,Qrt 3,P532R,586.58,270.31,0.22
Indian,Asia,2008,Qrt 4,P532R,589.29,270.17,0.16
Other,other,2008,Qrt 1,L501R,14038.32,5372.46,0.15
Other,other,2008,Qrt 2,L501R,13092.47,5636.53,0.16
Other,other,2008,Qrt 3,L501R,12000.66,4751.02,0.16
Other,other,2008,Qrt 4,L501R,11927.22,5443.23,0.14
Other,other,2008,Qrt 1,J511T,12319.54,4694.98,0.17
Other,other,2008,Qrt 2,J511T,12592.31,5490.14,0.16
Other,other,2008,Qrt 3,J511T,12891.84,5236.99,0.17
Other,other,2008,Qrt 4,J511T,9546.24,4384.33,0.12
Other,other,2008,Qrt 1,F541T,3050.6,3481.35,0.15
Other,other,2008,Qrt 2,F541T,2094.19,3339.14,0.16
Other,other,2008,Qrt 3,F541T,3005.73,3394.47,0.15
Other,other,2008,Qrt 4,F541T,3753.07,3445.49,0.11
Other,other,2008,Qrt 1,505T,907.92,442.39,0.14
Other,other,2008,Qrt 2,505T,934.83,462.65,0.13
Other,other,2008,Qrt 3,505T,873.94,487.27,0.16
Other,other,2008,Qrt 4,505T,792.89,481.81,0.19
Other,other,2008,Qrt 1,NBA01R,8473.26,5412.18,0.13
Other,other,2008,Qrt 2,NBA01R,9443.41,5651.23,0.14
Other,other,2008,Qrt 3,NBA01R,8556.94,4566.82,0.18
Other,other,2008,Qrt 4,NBA01R,9702.85,5086.74,0.14
Other,other,2008,Qrt 1,RC03R,9892.89,5192.67,0.14
Other,other,2008,Qrt 2,RC03R,8489.4,3810.72,0.15
Other,other,2008,Qrt 3,RC03R,6833.12,4960.52,0.14
Other,other,2008,Qrt 4,RC03R,8408.01,4214.35,0.17
Other,other,2008,Qrt 1,NFL03T,1517.24,910.44,0.11
Other,other,2008,Qrt 2,NFL03T,1913.89,1126.06,0.15
Other,other,2008,Qrt 3,NFL03T,1876.93,858.9,0.13
Other,other,2008,Qrt 4,NFL03T,1756.05,918.33,0.15
Other,other,2008,Qrt 1,W711R,5156.6,2274.43,0.16
Other,other,2008,Qrt 2,W711R,5136.31,2479.97,0.13
Other,other,2008,Qrt 3,W711R,5534.69,2158.35,0.16
Other,other,2008,Qrt 4,W711R,5180.33,2234.12,0.18
Other,other,2008,Qrt 1,W721T,1842.75,800.36,0.14
Other,other,2008,Qrt 2,W721T,1641.61,850.06,0.13
Other,other,2008,Qrt 3,W721T,2027.06,868.32,0.15
Other,other,2008,Qrt 4,W721T,1712.34,769.04,0.14
Other,other,2008,Qrt 1,S701T,1530.44,2303.99,0.18
Other,other,2008,Qrt 2,S701T,1865.61,1586.75,0.14
Other,other,2008,Qrt 3,S701T,2127.21,1767.77,0.15
Other,other,2008,Qrt 4,S701T,2202.69,1695.75,0.17
Other,other,2008,Qrt 1,U702R,7061.13,3043.11,0.15
Other,other,2008,Qrt 2,U702R,7457.15,3204.67,0.17
Other,other,2008,Qrt 3,U702R,6681.59,3013.31,0.15
Other,other,2008,Qrt 4,U702R,6213.53,2507.65,0.14
Other,other,2008,Qrt 1,J230V,830.56,775.65,0.12
Other,other,2008,Qrt 2,J230V,691.06,805.66,0.18
Other,other,2008,Qrt 3,J230V,750.03,893.39,0.19
Other,other,2008,Qrt 4,J230V,841.08,641.93,0.14
Other,other,2008,Qrt 1,P532R,808.54,178,0.16
Other,other,2008,Qrt 2,P532R,857.25,202.38,0.15
Other,other,2008,Qrt 3,P532R,826.32,212.47,0.15
Other,other,2008,Qrt 4,P532R,927.45,161.66,0.14
United States,America,2009,Qrt 1,L501R,56290.94,28927.58,0.4
United States,America,2009,Qrt 2,L501R,49052.58,29080.34,0.31
United States,America,2009,Qrt 3,L501R,38662.5,28005.76,0.36
United States,America,2009,Qrt 4,L501R,46242.67,28010.19,0.43
United States,America,2009,Qrt 1,J511T,70496.89,44257.38,0.29
United States,America,2009,Qrt 2,J511T,63613.8,34684.6,0.31
United States,America,2009,Qrt 3,J511T,62266.1,33868.93,0.35
United States,America,2009,Qrt 4,J511T,66125.32,33658.86,0.38
United States,America,2009,Qrt 1,F541T,13208.23,23023.06,0.35
United States,America,2009,Qrt 2,F541T,11659.33,20836.35,0.39
United States,America,2009,Qrt 3,F541T,15016.9,17922.08,0.35
United States,America,2009,Qrt 4,F541T,12448.6,18331.49,0.26
United States,America,2009,Qrt 1,505T,4862.67,7131.86,0.34
United States,America,2009,Qrt 2,505T,5096.04,7271.06,0.39
United States,America,2009,Qrt 3,505T,5253.09,8510,0.3
United States,America,2009,Qrt 4,505T,5652.5,7010.43,0.29
United States,America,2009,Qrt 1,NBA01R,55121.78,9651.95,0.3
United States,America,2009,Qrt 2,NBA01R,54667.71,9402.8,0.35
United States,America,2009,Qrt 3,NBA01R,59409.04,10532.13,0.37
United States,America,2009,Qrt 4,NBA01R,60018,7655.77,0.32
United States,America,2009,Qrt 1,RC03R,15797.02,28166.39,0.28
United States,America,2009,Qrt 2,RC03R,15924.63,24886.17,0.32
United States,America,2009,Qrt 3,RC03R,20365.91,22824.29,0.38
United States,America,2009,Qrt 4,RC03R,16318.94,23409.8,0.36
United States,America,2009,Qrt 1,NFL03T,11245.63,7356.44,0.41
United States,America,2009,Qrt 2,NFL03T,10317.5,7903.88,0.34
United States,America,2009,Qrt 3,NFL03T,11532.67,6569.54,0.5
United States,America,2009,Qrt 4,NFL03T,12030.19,6246.91,0.3
United States,America,2009,Qrt 1,W711R,86862.82,9423.31,0.34
United States,America,2009,Qrt 2,W711R,94170.45,10316.59,0.24
United States,America,2009,Qrt 3,W711R,78783.67,10194.46,0.41
United States,America,2009,Qrt 4,W711R,87857.5,10231.99,0.32
United States,America,2009,Qrt 1,W721T,8985.36,5200.71,0.35
United States,America,2009,Qrt 2,W721T,10053.53,5238.34,0.36
United States,America,2009,Qrt 3,W721T,10028.37,5531.66,0.35
United States,America,2009,Qrt 4,W721T,9697.9,5187.18,0.36
United States,America,2009,Qrt 1,S701T,7342.4,13014.83,0.3
United States,America,2009,Qrt 2,S701T,7800.17,12748.53,0.38
United States,America,2009,Qrt 3,S701T,7378.12,9836.34,0.33
United States,America,2009,Qrt 4,S701T,7714.9,11990.82,0.39
United States,America,2009,Qrt 1,U702R,12593.67,5353.56,0.36
United States,America,2009,Qrt 2,U702R,11319.33,4329.78,0.43
United States,America,2009,Qrt 3,U702R,13268.73,4114.93,0.39
United States,America,2009,Qrt 4,U702R,11355.25,4348.12,0.35
United States,America,2009,Qrt 1,J230V,11923.5,5747.14,0.35
United States,America,2009,Qrt 2,J230V,12730.11,5633.27,0.37
United States,America,2009,Qrt 3,J230V,12177.64,5375.22,0.36
United States,America,2009,Qrt 4,J230V,13753.86,6225.49,0.28
